id,benchmark_name,test_case,value,lowerBound,upperBound,ci,platform,commit,source
218,Subscriber construction,Make copy of subscriber,5.12983,5.08709,5.1935,0.95,Linux CLANG,make more beautiful (d09041d2),rpp
219,Subscriber construction,Transform subsriber to dynamic,21.4186,21.1065,21.9517,0.95,Linux CLANG,make more beautiful (d09041d2),rpp
220,Observable subscribe,Specific observable subscribe specific observer,23.3896,23.3167,23.4802,0.95,Linux CLANG,make more beautiful (d09041d2),rpp
221,Observable subscribe,Specific observable subscribe dynamic observer,28.9637,28.067,30.0506,0.95,Linux CLANG,make more beautiful (d09041d2),rpp
222,Observable subscribe,Dynamic observable subscribe specific observer,64.7262,64.1353,65.878,0.95,Linux CLANG,make more beautiful (d09041d2),rpp
223,Observable subscribe,Dynamic observable subscribe dynamic observer,38.3749,37.886,39.1188,0.95,Linux CLANG,make more beautiful (d09041d2),rpp
224,Observable lift,Specific observable lift specific observer,37.8444,37.4922,38.4743,0.95,Linux CLANG,make more beautiful (d09041d2),rpp
225,Observable lift,Specific observable lift dynamic observer,34.5939,33.9346,35.4827,0.95,Linux CLANG,make more beautiful (d09041d2),rpp
226,Observable lift,Dynamic observable lift specific observer,49.1763,48.5948,50.1308,0.95,Linux CLANG,make more beautiful (d09041d2),rpp
227,Observable lift,Dynamic observable lift dynamic observer,40.091,39.1118,41.3526,0.95,Linux CLANG,make more beautiful (d09041d2),rpp
228,Observable construction,Specific observable construction,0.808857,0.804611,0.819405,0.95,Windows MSVC,spline (1c2cd6c5),rpp
229,Observable construction,Dynamic observable construction,69.4558,69.0221,70.4033,0.95,Windows MSVC,spline (1c2cd6c5),rpp
230,Observable construction,Specific observable construction + as_dynamic,68.9477,68.5179,69.8843,0.95,Windows MSVC,spline (1c2cd6c5),rpp
231,Observer construction,Specific observer construction,0.418953,0.418391,0.420401,0.95,Windows MSVC,spline (1c2cd6c5),rpp
232,Observer construction,Dynamic observer construction,68.7775,68.5275,69.2637,0.95,Windows MSVC,spline (1c2cd6c5),rpp
233,Observer construction,Specific observer construction + as_dynamic,68.8489,68.4121,69.7005,0.95,Windows MSVC,spline (1c2cd6c5),rpp
234,OnNext,Specific observer OnNext,0.44833,0.446101,0.453984,0.95,Windows MSVC,spline (1c2cd6c5),rpp
235,OnNext,Dynamic observer OnNext,1.63059,1.62748,1.63567,0.95,Windows MSVC,spline (1c2cd6c5),rpp
236,Subscriber construction,Make subsriber,85.2517,84.7103,87.1483,0.95,Windows MSVC,spline (1c2cd6c5),rpp
237,Subscriber construction,Make copy of subscriber,16.1442,16.0688,16.3408,0.95,Windows MSVC,spline (1c2cd6c5),rpp
238,Subscriber construction,Transform subsriber to dynamic,83.8644,83.4441,84.8746,0.95,Windows MSVC,spline (1c2cd6c5),rpp
239,Observable subscribe,Specific observable subscribe specific observer,109.52,109.196,110.2,0.95,Windows MSVC,spline (1c2cd6c5),rpp
240,Observable subscribe,Specific observable subscribe dynamic observer,125.611,125.217,126.535,0.95,Windows MSVC,spline (1c2cd6c5),rpp
241,Observable subscribe,Dynamic observable subscribe specific observer,201.299,196.055,211.205,0.95,Windows MSVC,spline (1c2cd6c5),rpp
242,Observable subscribe,Dynamic observable subscribe dynamic observer,127.016,126.689,127.737,0.95,Windows MSVC,spline (1c2cd6c5),rpp
243,Observable lift,Specific observable lift specific observer,148.361,147.958,149.163,0.95,Windows MSVC,spline (1c2cd6c5),rpp
244,Observable lift,Specific observable lift dynamic observer,175.407,174.936,176.329,0.95,Windows MSVC,spline (1c2cd6c5),rpp
245,Observable lift,Dynamic observable lift specific observer,247.98,246.376,251.673,0.95,Windows MSVC,spline (1c2cd6c5),rpp
246,Observable lift,Dynamic observable lift dynamic observer,220.909,219.162,224.303,0.95,Windows MSVC,spline (1c2cd6c5),rpp
247,Observable construction,Specific observable construction,0.762045,0.740196,0.78684,0.95,Linux GCC,spline (1c2cd6c5),rpp
248,Observable construction,Dynamic observable construction,18.2748,17.9379,18.788,0.95,Linux GCC,spline (1c2cd6c5),rpp
249,Observable construction,Specific observable construction + as_dynamic,24.6214,24.2276,25.4972,0.95,Linux GCC,spline (1c2cd6c5),rpp
250,Observer construction,Specific observer construction,0.804552,0.767532,0.923204,0.95,Linux GCC,spline (1c2cd6c5),rpp
251,Observer construction,Dynamic observer construction,21.7012,21.3855,22.1508,0.95,Linux GCC,spline (1c2cd6c5),rpp
252,Observer construction,Specific observer construction + as_dynamic,20.5673,20.0852,21.3157,0.95,Linux GCC,spline (1c2cd6c5),rpp
253,OnNext,Specific observer OnNext,0.379397,0.373312,0.388504,0.95,Linux GCC,spline (1c2cd6c5),rpp
254,OnNext,Dynamic observer OnNext,2.03871,1.984,2.11524,0.95,Linux GCC,spline (1c2cd6c5),rpp
255,Subscriber construction,Make subsriber,30.5737,26.6155,48.6069,0.95,Linux GCC,spline (1c2cd6c5),rpp
256,Subscriber construction,Make copy of subscriber,3.05656,3.03203,3.13573,0.95,Linux GCC,spline (1c2cd6c5),rpp
257,Subscriber construction,Transform subsriber to dynamic,27.5123,26.8359,28.4889,0.95,Linux GCC,spline (1c2cd6c5),rpp
258,Observable subscribe,Specific observable subscribe specific observer,25.2213,24.5955,25.97,0.95,Linux GCC,spline (1c2cd6c5),rpp
259,Observable subscribe,Specific observable subscribe dynamic observer,41.9356,38.3922,49.7033,0.95,Linux GCC,spline (1c2cd6c5),rpp
260,Observable subscribe,Dynamic observable subscribe specific observer,62.2716,61.6679,63.1289,0.95,Linux GCC,spline (1c2cd6c5),rpp
261,Observable subscribe,Dynamic observable subscribe dynamic observer,38.2628,37.5794,39.6549,0.95,Linux GCC,spline (1c2cd6c5),rpp
262,Observable lift,Specific observable lift specific observer,36.3062,34.1119,41.4359,0.95,Linux GCC,spline (1c2cd6c5),rpp
263,Observable lift,Specific observable lift dynamic observer,39.6756,39.1948,40.5259,0.95,Linux GCC,spline (1c2cd6c5),rpp
264,Observable lift,Dynamic observable lift specific observer,72.2149,70.8696,75.6565,0.95,Linux GCC,spline (1c2cd6c5),rpp
265,Observable lift,Dynamic observable lift dynamic observer,55.1027,54.0175,57.0728,0.95,Linux GCC,spline (1c2cd6c5),rpp
266,Observable construction,Specific observable construction,1.02849,1.00337,1.10051,0.95,Linux CLANG,spline (1c2cd6c5),rpp
267,Observable construction,Dynamic observable construction,17.4855,17.4784,17.4984,0.95,Linux CLANG,spline (1c2cd6c5),rpp
268,Observable construction,Specific observable construction + as_dynamic,18.6848,18.2442,19.4798,0.95,Linux CLANG,spline (1c2cd6c5),rpp
269,Observer construction,Specific observer construction,0.970809,0.970455,0.971202,0.95,Linux CLANG,spline (1c2cd6c5),rpp
270,Observer construction,Dynamic observer construction,17.5261,17.4855,17.7019,0.95,Linux CLANG,spline (1c2cd6c5),rpp
271,Observer construction,Specific observer construction + as_dynamic,35.1022,20.4801,105.349,0.95,Linux CLANG,spline (1c2cd6c5),rpp
272,OnNext,Specific observer OnNext,0.715506,0.675329,0.857321,0.95,Linux CLANG,spline (1c2cd6c5),rpp
273,OnNext,Dynamic observer OnNext,1.94349,1.94274,1.94423,0.95,Linux CLANG,spline (1c2cd6c5),rpp
274,Subscriber construction,Make subsriber,19.0523,18.9912,19.2475,0.95,Linux CLANG,spline (1c2cd6c5),rpp
275,Subscriber construction,Make copy of subscriber,5.15223,4.91559,5.55411,0.95,Linux CLANG,spline (1c2cd6c5),rpp
276,Subscriber construction,Transform subsriber to dynamic,20.7567,20.5318,21.3517,0.95,Linux CLANG,spline (1c2cd6c5),rpp
277,Observable subscribe,Specific observable subscribe specific observer,27.0784,25.9816,30.2778,0.95,Linux CLANG,spline (1c2cd6c5),rpp
278,Observable subscribe,Specific observable subscribe dynamic observer,27.2662,26.8734,28.0321,0.95,Linux CLANG,spline (1c2cd6c5),rpp
279,Observable subscribe,Dynamic observable subscribe specific observer,55.3356,53.0344,59.9739,0.95,Linux CLANG,spline (1c2cd6c5),rpp
280,Observable subscribe,Dynamic observable subscribe dynamic observer,31.8153,31.1451,33.0082,0.95,Linux CLANG,spline (1c2cd6c5),rpp
281,Observable lift,Specific observable lift specific observer,29.0774,28.4703,30.1384,0.95,Linux CLANG,spline (1c2cd6c5),rpp
282,Observable lift,Specific observable lift dynamic observer,34.6455,34.3183,35.3865,0.95,Linux CLANG,spline (1c2cd6c5),rpp
283,Observable lift,Dynamic observable lift specific observer,50.5679,50.2424,51.5184,0.95,Linux CLANG,spline (1c2cd6c5),rpp
284,Observable lift,Dynamic observable lift dynamic observer,43.5067,42.6754,44.9761,0.95,Linux CLANG,spline (1c2cd6c5),rpp
285,Observable construction,Specific observable construction,0.671346,0.669565,0.674882,0.95,Windows MSVC,fix splines (90752ffd),rpp
286,Observable construction,Dynamic observable construction,81.9126,81.3948,83.0032,0.95,Windows MSVC,fix splines (90752ffd),rpp
287,Observable construction,Specific observable construction + as_dynamic,85.273,83.9934,88.227,0.95,Windows MSVC,fix splines (90752ffd),rpp
288,Observer construction,Specific observer construction,0.67112,0.669363,0.675165,0.95,Windows MSVC,fix splines (90752ffd),rpp
289,Observer construction,Dynamic observer construction,81.9379,81.3725,83.232,0.95,Windows MSVC,fix splines (90752ffd),rpp
290,Observer construction,Specific observer construction + as_dynamic,81.6136,81.3701,82.1494,0.95,Windows MSVC,fix splines (90752ffd),rpp
291,OnNext,Specific observer OnNext,0.672757,0.669868,0.679659,0.95,Windows MSVC,fix splines (90752ffd),rpp
292,OnNext,Dynamic observer OnNext,1.68372,1.67672,1.70053,0.95,Windows MSVC,fix splines (90752ffd),rpp
293,Subscriber construction,Make subsriber,97.0115,96.7176,97.6756,0.95,Windows MSVC,fix splines (90752ffd),rpp
294,Subscriber construction,Make copy of subscriber,16.7616,16.7226,16.8529,0.95,Windows MSVC,fix splines (90752ffd),rpp
295,Subscriber construction,Transform subsriber to dynamic,94.8626,94.584,95.5038,0.95,Windows MSVC,fix splines (90752ffd),rpp
296,Observable subscribe,Specific observable subscribe specific observer,117.712,117.316,118.465,0.95,Windows MSVC,fix splines (90752ffd),rpp
297,Observable subscribe,Specific observable subscribe dynamic observer,128.321,127.908,129.321,0.95,Windows MSVC,fix splines (90752ffd),rpp
298,Observable subscribe,Dynamic observable subscribe specific observer,209.328,208.402,211.467,0.95,Windows MSVC,fix splines (90752ffd),rpp
299,Observable subscribe,Dynamic observable subscribe dynamic observer,135.463,134.2,139.4,0.95,Windows MSVC,fix splines (90752ffd),rpp
300,Observable lift,Specific observable lift specific observer,150.941,149.694,153.847,0.95,Windows MSVC,fix splines (90752ffd),rpp
301,Observable lift,Specific observable lift dynamic observer,172.829,172.151,174.253,0.95,Windows MSVC,fix splines (90752ffd),rpp
302,Observable lift,Dynamic observable lift specific observer,259.959,258.255,263.327,0.95,Windows MSVC,fix splines (90752ffd),rpp
303,Observable lift,Dynamic observable lift dynamic observer,211.538,210.84,213.445,0.95,Windows MSVC,fix splines (90752ffd),rpp
304,Observable construction,Specific observable construction,0.83759,0.836067,0.842719,0.95,Linux GCC,fix splines (90752ffd),rpp
305,Observable construction,Dynamic observable construction,25.4859,25.4324,25.6491,0.95,Linux GCC,fix splines (90752ffd),rpp
306,Observable construction,Specific observable construction + as_dynamic,24.8701,24.8265,24.9249,0.95,Linux GCC,fix splines (90752ffd),rpp
307,Observer construction,Specific observer construction,0.837086,0.835912,0.841714,0.95,Linux GCC,fix splines (90752ffd),rpp
308,Observer construction,Dynamic observer construction,24.6455,24.6278,24.6876,0.95,Linux GCC,fix splines (90752ffd),rpp
309,Observer construction,Specific observer construction + as_dynamic,24.7929,24.7304,24.9279,0.95,Linux GCC,fix splines (90752ffd),rpp
310,OnNext,Specific observer OnNext,0.420021,0.418461,0.42715,0.95,Linux GCC,fix splines (90752ffd),rpp
311,OnNext,Dynamic observer OnNext,2.51314,2.50909,2.52964,0.95,Linux GCC,fix splines (90752ffd),rpp
312,Subscriber construction,Make subsriber,28.91,28.8514,29.0896,0.95,Linux GCC,fix splines (90752ffd),rpp
313,Subscriber construction,Make copy of subscriber,4.54405,4.53408,4.5795,0.95,Linux GCC,fix splines (90752ffd),rpp
314,Subscriber construction,Transform subsriber to dynamic,29.6309,29.4698,29.8625,0.95,Linux GCC,fix splines (90752ffd),rpp
315,Observable subscribe,Specific observable subscribe specific observer,28.1652,28.0706,28.3802,0.95,Linux GCC,fix splines (90752ffd),rpp
316,Observable subscribe,Specific observable subscribe dynamic observer,38.6983,38.6348,38.8865,0.95,Linux GCC,fix splines (90752ffd),rpp
317,Observable subscribe,Dynamic observable subscribe specific observer,67.8099,67.687,68.186,0.95,Linux GCC,fix splines (90752ffd),rpp
318,Observable subscribe,Dynamic observable subscribe dynamic observer,39.3444,39.2239,39.5748,0.95,Linux GCC,fix splines (90752ffd),rpp
319,Observable lift,Specific observable lift specific observer,33.065,33.018,33.2779,0.95,Linux GCC,fix splines (90752ffd),rpp
320,Observable lift,Specific observable lift dynamic observer,43.5152,43.3198,43.7187,0.95,Linux GCC,fix splines (90752ffd),rpp
321,Observable lift,Dynamic observable lift specific observer,75.5572,75.2522,76.1888,0.95,Linux GCC,fix splines (90752ffd),rpp
322,Observable lift,Dynamic observable lift dynamic observer,57.1953,57.0799,57.5875,0.95,Linux GCC,fix splines (90752ffd),rpp
323,Observable construction,Specific observable construction,1.08045,1.04511,1.12273,0.95,Linux CLANG,fix splines (90752ffd),rpp
324,Observable construction,Dynamic observable construction,25.0622,24.6717,25.5077,0.95,Linux CLANG,fix splines (90752ffd),rpp
325,Observable construction,Specific observable construction + as_dynamic,23.0862,22.778,23.5504,0.95,Linux CLANG,fix splines (90752ffd),rpp
326,Observer construction,Specific observer construction,1.16553,1.1425,1.20238,0.95,Linux CLANG,fix splines (90752ffd),rpp
327,Observer construction,Dynamic observer construction,23.1753,22.9123,23.4911,0.95,Linux CLANG,fix splines (90752ffd),rpp
328,Observer construction,Specific observer construction + as_dynamic,23.9396,23.4144,24.7359,0.95,Linux CLANG,fix splines (90752ffd),rpp
329,OnNext,Specific observer OnNext,0.754581,0.744169,0.771284,0.95,Linux CLANG,fix splines (90752ffd),rpp
330,OnNext,Dynamic observer OnNext,2.33952,2.30436,2.39376,0.95,Linux CLANG,fix splines (90752ffd),rpp
331,Subscriber construction,Make subsriber,24.9574,24.2303,25.6829,0.95,Linux CLANG,fix splines (90752ffd),rpp
332,Subscriber construction,Make copy of subscriber,5.31547,5.27636,5.40952,0.95,Linux CLANG,fix splines (90752ffd),rpp
333,Subscriber construction,Transform subsriber to dynamic,25.2352,24.7179,25.7667,0.95,Linux CLANG,fix splines (90752ffd),rpp
334,Observable subscribe,Specific observable subscribe specific observer,26.1239,25.3153,27.2035,0.95,Linux CLANG,fix splines (90752ffd),rpp
335,Observable subscribe,Specific observable subscribe dynamic observer,30.6537,29.8826,31.5579,0.95,Linux CLANG,fix splines (90752ffd),rpp
336,Observable subscribe,Dynamic observable subscribe specific observer,55.1622,52.9438,57.9714,0.95,Linux CLANG,fix splines (90752ffd),rpp
337,Observable subscribe,Dynamic observable subscribe dynamic observer,33.6829,32.6828,34.7815,0.95,Linux CLANG,fix splines (90752ffd),rpp
338,Observable lift,Specific observable lift specific observer,37.5756,36.8845,38.6935,0.95,Linux CLANG,fix splines (90752ffd),rpp
339,Observable lift,Specific observable lift dynamic observer,44.407,43.8248,45.2514,0.95,Linux CLANG,fix splines (90752ffd),rpp
340,Observable lift,Dynamic observable lift specific observer,67.6153,66.2149,69.4236,0.95,Linux CLANG,fix splines (90752ffd),rpp
341,Observable lift,Dynamic observable lift dynamic observer,53.4425,52.6505,54.5036,0.95,Linux CLANG,fix splines (90752ffd),rpp
342,Observable construction,Specific observable construction,0.670129,0.668683,0.673689,0.95,Windows MSVC,replace flags for re... (48b32ce5),rpp
343,Observable construction,Dynamic observable construction,82.0098,81.732,82.7386,0.95,Windows MSVC,replace flags for re... (48b32ce5),rpp
344,Observable construction,Specific observable construction + as_dynamic,82.2098,81.9016,82.9049,0.95,Windows MSVC,replace flags for re... (48b32ce5),rpp
345,Observer construction,Specific observer construction,0.669881,0.668656,0.672944,0.95,Windows MSVC,replace flags for re... (48b32ce5),rpp
346,Observer construction,Dynamic observer construction,82.4838,82.1981,83.1656,0.95,Windows MSVC,replace flags for re... (48b32ce5),rpp
347,Observer construction,Specific observer construction + as_dynamic,82.6189,82.355,83.2638,0.95,Windows MSVC,replace flags for re... (48b32ce5),rpp
348,OnNext,Specific observer OnNext,0.679692,0.670334,0.717524,0.95,Windows MSVC,replace flags for re... (48b32ce5),rpp
349,OnNext,Dynamic observer OnNext,1.67859,1.67513,1.68604,0.95,Windows MSVC,replace flags for re... (48b32ce5),rpp
